,Name,Address,AvgRatingText,TotalReviews,TotalFavourites,TotalViews,TotalPictures,TotalCheckIns,Url,Latitude,Longitude,ResCreatedOn,điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng,Khoảng giá khác,Thời gian hoạt động,Thích hợp,Giờ nhận khách cuối,Thời gian chuẩn bị,Nghỉ lễ,Thể loại,Sức chứa,Phong cách ẩm thực,Phù hợp với,Phục vụ các món,Website,Có wifi,Có giao hàng,Có máy lạnh & điều hòa,Cho mua về,Trả bằng thẻ,Có chỗ đậu ôtô,Nên đặt trước,Có bàn ngoài trời,Có phòng riêng,Có chỗ chơi cho trẻ em,Có karaoke,Giữ xe máy miễn phí,Tip cho nhân viên,Có khu vực hút thuốc,Có thẻ thành viên,Có xuất hóa đơn đỏ,Có hỗ trợ hội thảo,Có lò sưởi,Có hỗ trợ người khuyết tật,Có chiếu bóng đá,Có nhạc sống
21,Quán Xanh,"67 - 69 Trần Nhân Tông, Quận Hai Bà Trưng, Hà Nội",7.5,11,0,0,30,0,/ha-noi/quan-xanh,21.017294,105.842757,0001-12-31T17:00:00Z,8.3,7.6,7.6,7.6,6.5,10:00,23:00,50.000đ - 110.000đ,11.0,0.0,9.0,2.0,0.0,quan-xanh,,10:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']","['Thịt Gà', 'Thịt Bò', 'Thịt Heo', 'Hải sản', 'Thức uống', 'Bia']",www.nhahangqx.com.vn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Độc Quán - Ẩm Thực Các Dân Tộc Việt Nam,"86 Hoàng Ngân, Quận Cầu Giấy, Hà Nội",7.0,12,0,0,76,0,/ha-noi/doc-quan,21.00786,105.808715,0001-12-31T17:00:00Z,7.3,7.2,7.1,6.9,6.7,09:00,23:30,100.000đ - 330.000đ,12.0,1.0,7.0,3.0,1.0,doc-quan,,09:00 - 23:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",22:30,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Bắc', 'Tây Bắc']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Takeaway - Mang về', 'Tiếp khách sang trọng']","['Thịt Bò', 'Hải sản', 'Cá', 'Đặc sản rừng', 'Đặc sản vùng']",,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Kimono Restaurant - Ẩm thực Nhật Bản,"52 - 54 Lý Thường Kiệt, Quận Hoàn Kiếm, Hà Nội",7.5,24,0,0,189,0,/ha-noi/kimono,21.024876,105.845636,0001-12-31T17:00:00Z,7.9,7.8,7.7,7.4,6.8,10:00,22:00,250.000đ - 550.000đ,24.0,5.0,12.0,5.0,2.0,kimono,,17:00 - 22:00 | 10:00 - 14:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,"['Món Á', 'Món Nhật']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Buffet', 'Ngắm cảnh', 'Takeaway - Mang về']","['Lẩu', 'Sushi & Sashimi', 'Salad', 'Ăn vặt - Ăn nhẹ']",www.kimono.com.vn,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Jaspas Restaurant,"Tầng 4, Tháp Hà Nội, 49 Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",7.4,16,0,0,119,0,/ha-noi/jaspas-restaurant,21.025847,105.845997,0001-12-31T17:00:00Z,7.5,7.5,7.4,7.4,7.1,,,80.000đ - 165.000đ,16.0,0.0,13.0,3.0,0.0,jaspas-restaurant,,,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Âu', 'Ý']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Tiếp khách sang trọng']","['Bánh mì', 'Thịt Bò', 'Beefsteak - Bò né', 'Pizza & Pasta', 'Salad', 'Ăn vặt - Ăn nhẹ']",,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Ngọc Mai Vàng - Buffet Hài Sản & Lẩu Nướng,"Tầng 17, Ruby Plaza, 44 Lê Ngọc Hân, Quận Hai Bà Trưng, Hà Nội",7.0,47,0,0,171,0,/ha-noi/ngoc-mai-vang-buffet-hai-san-lau-nuong,21.015732,105.855246,0001-12-31T17:00:00Z,7.7,7.4,6.8,6.7,6.6,08:00,22:00,250.000đ - 550.000đ,47.0,3.0,32.0,5.0,7.0,ngoc-mai-vang-buffet-hai-san-lau-nuong,,08:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Tiệc cưới/Hội nghị']",200 người lớn,"['Món Việt', 'Món Á']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Buffet', 'Tổ chức tiệc cưới', 'Ngắm cảnh', 'Tiếp khách sang trọng']","['Thịt Gà', 'Thịt Bò', 'Hải sản', 'Đặc sản rừng']",,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
26,Chen Hà Nội,"47 - 49 Mai Hắc Đế, P. Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",7.1,46,0,0,201,0,/ha-noi/chen-ha-noi,21.0149,105.85104,0001-12-31T17:00:00Z,7.5,7.3,7.2,7.2,6.6,10:00,23:00,50.000đ - 385.000đ,46.0,1.0,36.0,6.0,3.0,chen-ha-noi,,10:00 - 23:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Á', 'Món Nhật']","['Đãi tiệc', 'Họp nhóm']","['Thịt Gà', 'Thịt Heo', 'Hải sản', 'Lẩu', 'Ăn vặt - Ăn nhẹ', 'Thức uống', 'Bia', 'Nước ngọt']",,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,Moo Beef Steak I,"Ngõ 113 Nguyễn Thị Định, Quận Cầu Giấy, Hà Nội",7.7,50,0,0,335,0,/ha-noi/moo-beef-steak-i,21.007887,105.805277,0001-12-31T17:00:00Z,8.4,8.1,7.8,7.2,6.7,10:30,22:00,100.000đ - 300.000đ,50.0,6.0,37.0,6.0,1.0,moo-beef-steak-i,,10:30 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Mỹ', 'Châu Mỹ']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']","['Thịt Bò', 'Beefsteak - Bò né', 'Salad', 'Ăn vặt - Ăn nhẹ', 'Thịt Cừu']",www.moobeefsteak.com,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cửu Ngư Lầu - Âu Cơ,"413 Âu Cơ, Quận Tây Hồ, Hà Nội",8.2,4,0,0,42,0,/ha-noi/cuu-ngu-lau-au-co,21.07479,105.823381,0001-12-31T17:00:00Z,9.3,9.3,8.3,7.8,6.5,10:00,22:00,300.000đ - 1.650.000đ,4.0,2.0,2.0,0.0,0.0,cuu-ngu-lau-au-co,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",10:00 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],400 người lớn,"['Món Việt', 'Món Bắc', 'Món Miền Trung', 'Món Miền Nam']","['Đãi tiệc', 'Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Tiệc ngoài trời', 'Takeaway - Mang về']","['Tôm', 'Cua - Ghẹ', 'Bào Ngư', 'Hải sản', 'Vi Cá', 'Cá', 'Lẩu', 'Nghêu - Sò - Ốc', 'Mực', 'Thức uống', 'Bia', 'Nước ngọt']",www.cuungulau.com,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,Hải Sản Biển Đông - Trần Thái Tông,"2 Ngõ 84 Trần Thái Tông, P. Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",7.3,50,0,0,302,0,/ha-noi/bien-dong,21.032055,105.787682,0001-12-31T17:00:00Z,7.6,7.5,7.4,7.3,6.7,10:30,21:00,300.000đ - 550.000đ,50.0,7.0,27.0,12.0,4.0,bien-dong,,17:00 - 21:00 | 10:30 - 14:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:00 PM,Khoảng 3 - 5 phút,Nghỉ 30 và mùng 1 Tết Nguyên Đán,['Nhà hàng'],1000 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Buffet', 'Tiếp khách sang trọng']",['Hải sản'],haisanbiendong.vn,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30,Hachi Ju Hachi Shouten - Lẩu Nướng Nhật Bản ,"168A Xuân Diệu, Quận Tây Hồ, Hà Nội",8.4,14,0,0,128,0,/ha-noi/hachijuhachi-shouten,21.066293,105.826603,0001-12-31T17:00:00Z,8.7,8.7,8.5,8.5,7.4,10:30,23:00,100.000đ - 330.000đ,14.0,6.0,7.0,0.0,1.0,hachijuhachi-shouten,,17:30 - 23:00 | 10:30 - 14:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:30 PM,Khoảng 5 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Tiếp khách sang trọng']","['Thịt Bò', 'Thịt Heo', 'Hải sản', 'Lẩu']",,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
31,"F - Plaza - Nhà Hàng, Karaoke, Buffet","159 Triệu Việt Vương, Quận Hai Bà Trưng, Hà Nội",6.8,7,0,0,40,0,/ha-noi/f-plaza,21.012347,105.850643,0001-12-31T17:00:00Z,7.6,7.6,6.4,6.1,6.1,08:00,23:00,100.000đ - 1.100.000đ,7.0,0.0,5.0,1.0,1.0,f-plaza,,08:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",10:30 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Buffet', 'Karaoke']",300 người lớn,"['Món Á', 'Món Âu']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Hát hò', 'Buffet', 'Tiếp khách sang trọng']",['Hải sản'],www.fplaza.vn,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Hoa Viên Brauhaus - Tăng Bạt Hổ,"1A Tăng Bạt Hổ, Quận Hai Bà Trưng, Hà Nội",7.7,27,0,0,125,0,/ha-noi/hoa-vien-brauhaus-tang-bat-ho,21.018005,105.858732,0001-12-31T17:00:00Z,8.2,7.8,7.7,7.4,7.2,09:00,23:00,150.000đ - 440.000đ,27.0,3.0,20.0,4.0,0.0,hoa-vien-brauhaus-tang-bat-ho,,09:00 - 23:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:30 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Tiệc cưới/Hội nghị']",1000 người lớn,"['Món Việt', 'Tiệp (Séc)', 'Đông Âu']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Tổ chức tiệc cưới', 'Ngắm cảnh', 'Tiếp khách sang trọng']","['Thịt Gà', 'Thịt Bò', 'Thịt Heo', 'Hải sản', 'Lẩu', 'Rượu vang', 'Thức uống', 'Bia', 'Nước ngọt']",www.hoavien.vn,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
33,Pilsner Urquell Original - Bia tươi CH Czech,"10 Nguyễn Biểu, Quận Ba Đình, Hà Nội",7.2,2,0,0,1,0,/ha-noi/pilsner-urquell-original,21.041059,105.840095,0001-12-31T17:00:00Z,9.5,8.0,7.0,6.0,5.5,08:30,23:00,200.000đ - 550.000đ,2.0,1.0,0.0,1.0,0.0,pilsner-urquell-original,,08:30 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 2 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,"['Tiệp (Séc)', 'Đông Âu']","['Đãi tiệc', 'Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']","['Thịt Bò', 'Thịt Heo', 'Hải sản', 'Thức uống', 'Bia']",www.original.vn,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Bồ Đề Tâm - Phạm Huy Thông,"34 Phạm Huy Thông, Quận Ba Đình, Hà Nội",6.7,14,0,0,61,0,/ha-noi/quan-bo-de-tam,21.026778,105.810378,0001-12-31T17:00:00Z,7.9,7.6,6.6,6.4,5.2,09:00,21:00,50.000đ - 110.000đ,14.0,0.0,10.0,2.0,2.0,quan-bo-de-tam,,09:00 - 21:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",08:30 PM,Khoảng 2 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Việt', 'Món Bắc', 'Hà Nội']","['Ăn chay', 'Giao tận nơi']",['Món chay'],bodetam.com.vn,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Chả Cá Thăng Long - Đường Thành,"2D - 19 - 21 Đường Thành, Quận Hoàn Kiếm, Hà Nội",7.4,134,0,0,610,0,/ha-noi/cha-ca-thang-long,21.0331558707011,105.8461891114711,0001-12-31T17:00:00Z,7.9,7.7,7.4,7.1,6.9,08:45,22:30,30.000đ - 66.000đ,134.0,11.0,91.0,27.0,5.0,cha-ca-thang-long,,08:45 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],150 người lớn,"['Món Việt', 'Món Bắc', 'Hà Nội']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']","['Bún', 'Hải sản', 'Món nước', 'Cá']",www.chacathanglong.com,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
36,Hale Quán - Ẩm Thực Việt,"37 Trần Bình Trọng, Quận Hoàn Kiếm, Hà Nội",7.1,6,0,0,17,0,/ha-noi/on-cafe,21.017695,105.843637,0001-12-31T17:00:00Z,8.3,7.0,7.0,7.0,6.3,10:00,22:00,25.000đ - 55.000đ,6.0,0.0,3.0,3.0,0.0,on-cafe,,10:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh', 'Nghe nhạc', 'Đọc sách - học bài']",,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Moo Beef Steak II,"59A Trần Quốc Toản, Quận Hoàn Kiếm, Hà Nội",7.8,97,0,0,446,0,/ha-noi/moo-beef-steak-ii,21.020446,105.846947,0001-12-31T17:00:00Z,8.2,8.1,8.1,7.8,6.5,11:00,22:00,80.000đ - 165.000đ,97.0,11.0,74.0,11.0,1.0,moo-beef-steak-ii,,17:00 - 22:00 | 11:00 - 14:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],150 người lớn,"['Mỹ', 'Châu Mỹ']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']","['Thịt Bò', 'Beefsteak - Bò né', 'Salad', 'Ăn vặt - Ăn nhẹ', 'Thịt Cừu']",www.moobeefsteak.com.vn,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,O2 Garden ,"Khu đô thị Văn Quán, Quận Hà Đông, Hà Nội",6.4,5,0,0,24,0,/ha-noi/o2-garden,20.974704,105.792289,0001-12-31T17:00:00Z,7.4,7.2,7.0,5.2,5.0,,,300.000đ - 550.000đ,5.0,0.0,2.0,2.0,1.0,o2-garden,,,"['Buổi  trưa', 'Buổi  tối']",10:00 PM,Khoảng 5 - 10 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Tiệc cưới/Hội nghị']",1000 người lớn,['Món Việt'],"['Đãi tiệc', 'Tổ chức tiệc cưới']",,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,BBQ Chicken - Ciputra,"Shophouse, Ciputra (Đối Diện 355 Nguyễn Hoàng Tôn), Quận Tây Hồ, Hà Nội",6.9,7,0,0,19,0,/ha-noi/bbq-chicken-ciputra,21.076131,105.787911,0001-12-31T17:00:00Z,8.0,7.9,7.4,6.1,5.1,09:00,22:30,100.000đ - 200.000đ,7.0,1.0,2.0,4.0,0.0,bbq-chicken-ciputra,,09:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Á', 'Món Hàn']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'BBQ - Món Nướng', 'Takeaway - Mang về', 'Ăn Fastfood']","['Bánh mì', 'Thịt Gà', 'Ăn vặt - Ăn nhẹ', 'Thức uống', 'Nước ngọt', 'Fastfood - Thức ăn nhanh']",www.bbqvietnam.com,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,BBQ Chicken - Giảng Võ,"107K1 Giảng Võ, Quận Đống Đa, Hà Nội",6.9,20,0,0,83,0,/ha-noi/bbq-chicken-giang-vo,21.029167,105.826691,0001-12-31T17:00:00Z,7.7,7.5,6.6,6.4,6.4,09:00,22:30,60.000đ - 110.000đ,20.0,2.0,11.0,4.0,3.0,bbq-chicken-giang-vo,,09:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Á', 'Món Hàn']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'BBQ - Món Nướng', 'Takeaway - Mang về', 'Ăn Fastfood']","['Bánh mì', 'Thịt Gà', 'Ăn vặt - Ăn nhẹ', 'Thức uống', 'Nước ngọt', 'Fastfood - Thức ăn nhanh']",www.bbqvietnam.com,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Eté Resto Bar & Restaurant,"95 Giang Văn Minh, Quận Ba Đình, Hà Nội",7.3,17,0,0,279,0,/ha-noi/ete-restaurant-bar,21.034324,105.827222,0001-12-31T17:00:00Z,7.5,7.5,7.4,7.2,7.0,09:00,23:30,100.000đ - 330.000đ,17.0,2.0,10.0,4.0,1.0,ete-restaurant-bar,,09:00 - 23:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",23:00,Khoảng 3 - 5 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Bar/Pub']",100 người lớn,['Món Âu'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Giao tận nơi']","['Café - Kem', 'Sinh tố - Nước ép', 'Rượu vang', 'Thức uống', 'Bia', 'Cocktail']",,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,Hải Sản Ba Miền,"2 Cầu Đất, Quận Hoàn Kiếm, Hà Nội",7.9,2,0,0,3,0,/ha-noi/hai-san-ba-mien,21.024845,105.861125,0001-12-31T17:00:00Z,8.0,8.0,8.0,8.0,7.5,10:00,21:00,150.000đ - 330.000đ,2.0,0.0,2.0,0.0,0.0,hai-san-ba-mien,,10:00 - 21:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],300 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Hải sản'],,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Baba Sơn Đông - Xã Đàn,"440 Xã Đàn, Quận Đống Đa, Hà Nội",6.0,4,0,0,9,0,/ha-noi/son-dong,21.015957,105.832638,0001-12-31T17:00:00Z,6.3,6.3,6.0,6.0,5.5,10:00,21:30,300.000đ - 550.000đ,4.0,0.0,3.0,0.0,1.0,son-dong,,16:00 - 21:30 | 10:00 - 14:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",20:30,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']","['Hải sản', 'Đặc sản vùng']",babasondong.com,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"Al Fresco's - Pizza, Mỳ Ý, Sườn, Steak Bò Bít Tết - Hai Bà Trưng","23L Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",7.6,95,0,0,384,0,/ha-noi/al-fresco-s-hai-ba-trung,21.023982,105.853502,0001-12-31T17:00:00Z,8.0,7.8,7.7,7.6,7.0,08:30,23:00,15.000đ - 330.000đ,95.0,5.0,78.0,11.0,1.0,al-fresco-s-hai-ba-trung,,08:30 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",09:30 PM,Khoảng 3 - 7 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,"['Món Âu', 'Ý']","['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'BBQ - Món Nướng', 'Takeaway - Mang về', 'Ăn Fastfood']","['Thịt Bò', 'Pizza & Pasta', 'Fastfood - Thức ăn nhanh']",www.alfrescosgroup.com,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Sành Quán - Món Ngon Thuần Việt,"81 Tuệ Tĩnh, Quận Hai Bà Trưng, Hà Nội",7.2,26,0,0,101,0,/ha-noi/sanh-quan-mon-ngon-thuan-viet,21.015171,105.848047,0001-12-31T17:00:00Z,7.6,7.4,7.4,6.8,6.7,11:00,23:00,50.000đ - 110.000đ,26.0,0.0,21.0,2.0,3.0,sanh-quan-mon-ngon-thuan-viet,,11:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",22:00,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']","['Lẩu', 'Đặc sản rừng']",,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Nhà Hàng Softwater - Tây Hồ,"42 Đường 9 (F361), An Dương, Quận Tây Hồ, Hà Nội",8.9,13,0,0,214,0,/ha-noi/nha-hang-softwater-tay-ho,21.050562,105.845164,0001-12-31T17:00:00Z,9.9,8.9,8.9,8.9,7.9,09:00,22:30,100.000đ - 330.000đ,13.0,9.0,3.0,1.0,0.0,nha-hang-softwater-tay-ho,,09:00 - 22:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",10:00 PM,Khoảng 3 - 5 phút,Các ngày lễ trong năm,"['Nhà hàng', 'Tiệc cưới/Hội nghị']",400 người lớn,['Món Việt'],"['Đãi tiệc', 'Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tổ chức tiệc cưới', 'Ngắm cảnh', 'Chụp hình - Quay phim']",,www.softwatergroup.com,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
